T_mu,sigma,omega,n_B,P,epsilon
"(15.75757575757576, 520.1342281879195)",92.99999999951501,1.7523537865395114e-11,1.752773998524523e-13,2.730673843876548e-12,8.843710124716408e-11
"(16.96969696969697, 520.1342281879195)",92.99999999883677,1.3107820622789416e-10,1.3110963859670224e-12,2.2217755366086456e-11,6.597283514288413e-10
"(18.181818181818183, 520.1342281879195)",92.9999999947456,7.553331406996108e-10,7.555142685132198e-12,1.4534632141724715e-10,3.784341987963594e-9
"(19.393939393939394, 520.1342281879195)",92.99999999739919,1.2932488564434674e-9,3.520511618482691e-11,6.947082501898654e-10,1.761667768487111e-8
"(20.606060606060606, 520.1342281879195)",92.99999990992039,1.3764048572937222e-8,1.3767349171731493e-10,2.8488375483933877e-9,6.875985780792814e-8
"(21.81818181818182, 520.1342281879195)",92.99999968328518,4.6497768346504466e-8,4.6508918523273505e-10,1.0155376025376882e-8,2.3175342837420006e-7
"(23.030303030303028, 520.1342281879195)",92.99999909638161,1.3883126116754005e-7,1.3886455270324138e-9,3.1988851108706896e-8,6.902932183209043e-7
"(24.242424242424242, 520.1342281879195)",92.9999975632393,3.7313241921469516e-7,3.732218963365842e-9,9.048199491069464e-8,1.8507728350279144e-6
"(25.454545454545457, 520.1342281879195)",92.99999404761991,9.162271783979236e-7,9.164468894720324e-9,2.332853142500626e-7,4.533468641057488e-6
"(26.666666666666664, 520.1342281879195)",92.9999865392855,2.0805885330757267e-6,2.081087455174675e-8,5.549567071141062e-7,1.0269491465774305e-5
"(27.87878787878788, 520.1342281879195)",92.9999714875899,4.413446837366733e-6,4.4145051799709e-8,1.2307145773136218e-6,2.1730637868843744e-5
"(29.090909090909093, 520.1342281879195)",92.99994314592304,8.819042545348873e-6,8.82115734706889e-8,2.5661471452583735e-6,4.331571153916034e-5
"(30.303030303030305, 520.1342281879195)",92.99989244481742,1.6717900039877242e-5,1.6721908982104874e-7,5.067194405471038e-6,8.190917781688655e-5
"(31.51515151515152, 520.1342281879195)",92.99980580567075,3.0245200803439997e-5,3.025245358199703e-7,9.533930637324378e-6,0.00014781943530930451
"(32.72727272727273, 520.1342281879195)",92.99966367320215,5.2488308269065795e-5,5.250089488819767e-7,1.7181571113394173e-5,0.0002558935533050836
"(33.93939393939394, 520.1342281879195)",92.99943875797067,8.775245320537424e-5,8.777349617324894e-7,2.978827776503749e-5,0.0004267517191092439
"(35.15151515151515, 520.1342281879195)",92.99909431085253,0.0001418993891529481,1.4193341641595363e-6,4.9887807601470486e-5,0.0006883564724143957
"(36.36363636363637, 520.1342281879195)",92.99858193078906,0.0002226457486734956,2.2269913879372235e-6,8.097183975404273e-5,0.0010773626069918284
"(37.57575757575758, 520.1342281879195)",92.99783962927734,0.0003399440446471063,3.400255627247036e-6,0.0001277447601303894,0.0016408445761893775
"(38.78787878787879, 520.1342281879195)",92.99678967520708,0.0005063820224045612,5.065034520632477e-6,0.00019641244767455804,0.0024380853734597835
"(40.0, 520.1342281879195)",92.99533659612015,0.0007374439056591324,7.3762074361368975e-6,0.0002949438651015951,0.0035416740966474625
"(41.21212121212121, 520.1342281879195)",92.99336532081367,0.0010520654427587969,1.0523177269115559e-5,0.00043347111577255685,0.005039993571183523
"(42.42424242424242, 520.1342281879195)",92.99073966488108,0.0014729788850634288,1.4733321032160514e-5,0.0006246383170672339,0.007038666246640416
"(43.63636363636364, 520.1342281879195)",92.9873010107082,0.0020269840689220104,2.0274701373295874e-5,0.000883940070510138,0.009661626080029661
"(44.84848484848485, 520.1342281879195)",92.98286779100178,0.0027454173366166365,2.7460756836215502e-5,0.0012301640735908179,0.013053115488870266
"(46.060606060606055, 520.1342281879195)",92.97723526654512,0.0036644861937803344,3.6653649321333934e-5,0.0016858002257196234,0.017379017374303057
"(47.27272727272727, 520.1342281879195)",92.97017632932722,0.004825618644551832,4.826775820756515e-5,0.0022774741205903565,0.02282823904106266
"(48.484848484848484, 520.1342281879195)",92.96144298671135,0.006275801722178501,6.277306650121129e-5,0.0030363923673255235,0.029614028128270957
"(49.696969696969695, 520.1342281879195)",92.95076882100433,0.008067909377183439,8.069844049883044e-5,0.0039987977923166525,0.03797522327251126
"(50.909090909090914, 520.1342281879195)",92.93787237758993,0.010261019650196499,0.00010263480227485963,0.005206432590676778,0.04817744107577706
"(52.121212121212125, 520.1342281879195)",92.92246143016747,0.012920720093195396,0.0001292381846270537,0.006707008167471472,0.06051419524592894
"(53.33333333333333, 520.1342281879195)",92.90423790075067,0.016119400306186863,0.0001612326574614762,0.008554679888701455,0.07530794395871064
"(54.54545454545455, 520.1342281879195)",92.88290382159776,0.019936524606533102,0.0001994130537404302,0.010810524175699847,0.09291103062217493
"(55.75757575757576, 520.1342281879195)",92.85816638898181,0.024458885549413095,0.0002446475075388615,0.013543017232968862,0.11370652527885507
"(56.96969696969697, 520.1342281879195)",92.82974407484022,0.029780825675803865,0.00029787967079095406,0.016828511617294713,0.13810890104242973
"(58.18181818181819, 520.1342281879195)",92.79737180967251,0.03600442339643009,0.0003601305720384086,0.02075170814336806,0.1665645289907035
"(59.3939393939394, 520.1342281879195)",92.76080507941526,0.04323963599412551,0.0004325000479473358,0.025406119535322205,0.19955195909500345
"(60.60606060606061, 520.1342281879195)",92.7198233084732,0.051604390874184385,0.0005161676553293739,0.030894522023711516,0.2375819429966004
"(61.81818181818181, 520.1342281879195)",92.67423184398137,0.0612246207536438,0.0006123930232732959,0.037329390682071945,0.2811971818258504
"(63.03030303030304, 520.1342281879195)",92.62386270907888,0.07223423795928302,0.000722515596226697,0.04483331433580693,0.3309717776613006
"(64.24242424242425, 520.1342281879195)",92.56857423010634,0.08477504486570749,0.0008479537379569944,0.053539386180612374,0.38751037685071016
"(65.45454545454545, 520.1342281879195)",92.50824965184479,0.09899657954288858,0.0009902031877583246,0.06359156570425024,0.45144700510964336
"(66.66666666666667, 520.1342281879195)",92.44279502389439,0.11505589632604399,0.0011508348655966468,0.0751450089934492,0.5234435955954106
"(67.87878787878788, 520.1342281879195)",92.37213658018331,0.1331172824956127,0.0013314920386657705,0.08836636375019709,0.6041882201195828
"(69.0909090909091, 520.1342281879195)",92.29621798024137,0.15335191178779628,0.001533886853556796,0.10343402684194712,0.6943930278604131
"(70.3030303030303, 520.1342281879195)",92.21499724352964,0.17593743728789615,0.0017597962688038723,0.12053835942100023,0.7947919146212824
"(71.51515151515152, 520.1342281879195)",92.1284442301158,0.20105752945526725,0.00201105742752556,0.13988186544491418,0.9061379374626759
"(72.72727272727273, 520.1342281879195)",92.03653787441014,0.22890135430097147,0.0022895624450614774,0.16167931904332364,1.0292004762067737
"(73.93939393939394, 520.1342281879195)",91.93926412303807,0.25966300245383755,0.0025972526925660483,0.1861578525499001,1.1647621721069372
"(75.15151515151516, 520.1342281879195)",91.83661392840924,0.29354087090911934,0.0029361126157453963,0.21355699668434155,1.3136156725792036
"(76.36363636363636, 520.1342281879195)",91.72858165273331,0.3307370008400556,0.0033081631108219703,0.2441286751127461,1.4765601912543862
"(77.57575757575758, 520.1342281879195)",91.61516373354881,0.3714563781921219,0.0037154545293241158,0.27813715287560925,1.6543979211016993
"(78.78787878787878, 520.1342281879195)",91.49635764139033,0.415906201837688,0.004160059355278742,0.3158589394384763,1.8479303225353658
"(80.0, 520.1342281879195)",91.37216094513076,0.4642951299356404,0.004644064672190652,0.3575826469888362,2.057954346935832
"(81.21212121212122, 520.1342281879195)",91.2425706823832,0.5168325064499547,0.005169564421187404,0.40360880564819535,2.2852585946338437
"(82.42424242424242, 520.1342281879195)",91.10758275749491,0.5737275823720199,0.005738651613951236,0.45424963721911765,2.530619490842767
"(83.63636363636364, 520.1342281879195)",90.96719147379456,0.6351887373905861,0.006353410547074978,0.509828790072665,2.794797501191166
"(84.84848484848484, 520.1342281879195)",90.82138910794849,0.7014227134850239,0.007015909138522765,0.5706810378951219,3.0785334469069876
"(86.06060606060606, 520.1342281879195)",90.67016560807748,0.7726338665320577,0.007728191429870394,0.6371519457233571,3.3825449389407742
"(87.27272727272728, 520.1342281879195)",90.51350808609985,0.8490234578771159,0.008492270524427883,0.7095975070361594,3.707523067750156
"(88.48484848484848, 520.1342281879195)",90.35140060000616,0.9307889765792404,0.009310121783949772,0.7883837562568493,4.054129252173402
"(89.6969696969697, 520.1342281879195)",90.18382369733843,1.0181235218318638,0.010183676663467043,0.8738863610945798,4.422992440373178
"(90.9090909090909, 520.1342281879195)",90.01075401309657,1.1112152435400948,0.01111481711462847,0.9664901999193116,4.814706621447846
"(92.12121212121211, 520.1342281879195)",89.83216383221128,1.2102468527812693,0.012105370685341846,1.0665889293033821,5.229828709045565
"(93.33333333333333, 520.1342281879195)",89.64802059461437,1.3153952109743487,0.013157106407945152,1.1745845471908942,5.668876839491986
"(94.54545454545455, 520.1342281879195)",89.45828626450444,1.4268310088178147,0.014271731620976514,1.2908869573965713,6.1323291541851725
"(95.75757575757576, 520.1342281879195)",89.2629169565034,1.5447185205180507,0.015450889417276334,1.415913541091288,6.6206229007806305
"(96.96969696969697, 520.1342281879195)",89.06186192542206,1.669215484069048,0.016696157594657833,1.5500887409748096,7.134154303226413
"(98.18181818181819, 520.1342281879195)",88.8550631563683,1.8004730471889019,0.01800904797954557,1.6938436640187264,7.67327860722142
"(99.39393939393939, 520.1342281879195)",88.64245442621883,1.9386358398713077,0.019391007219470586,1.8476157080865243,8.238310865799182
"(100.6060606060606, 520.1342281879195)",88.4239604832462,2.083842141243403,0.020843418437777827,2.0118482181985957,8.829527143732824
"(101.81818181818183, 520.1342281879195)",88.19949613050122,2.2362241521631256,0.02236760395550943,2.186990177555129,9.447166242256824
"(103.03030303030303, 520.1342281879195)",87.96896521023372,2.3959083725216423,0.023964829088903846,2.373495938444212,10.09143194336819
"(104.24242424242425, 520.1342281879195)",87.7322595810718,2.5630160799085204,0.025636306873664923,2.5718249979769277,10.762495691345432
"(105.45454545454545, 520.1342281879195)",87.48925790450552,2.73766390859077,0.027383203963346227,2.7824418231641097,11.460499835623358
"(106.66666666666666, 520.1342281879195)",87.23982447360711,2.9199645281370397,0.02920664731360764,3.0058157299699593,12.185561228450121
"(107.87878787878788, 520.1342281879195)",86.98380786311316,3.1100274162867354,0.031107731962473118,3.242420820362192,12.937775334615436
"(109.0909090909091, 520.1342281879195)",86.72103951757248,3.3079597250007136,0.03308752968835283,3.4927359816530763,13.717220735443195
"(110.30303030303031, 520.1342281879195)",86.45133223960286,3.5138672363826875,0.035147098565330145,3.7572449519283655,14.52396403339436
"(111.51515151515152, 520.1342281879195)",86.17447856781895,3.7278554056442306,0.03728749339841045,4.036436455490458,15.358065144353905
"(112.72727272727273, 520.1342281879195)",85.89024904647094,3.9500304883852264,0.039509776998407256,4.3308044120740625,16.219582952869306
"(113.93939393939394, 520.1342281879195)",85.59839038154132,4.180500749336908,0.041815032272146654,4.640848223734021,17.10858131379192
"(115.15151515151514, 520.1342281879195)",85.2986234832715,4.419377749239707,0.0442043750946769,4.967073143019948,18.02513537937911
"(116.36363636363637, 520.1342281879195)",84.99064139961912,4.666777705965807,0.04667896792336383,5.309990726414684,18.969338227012813
"(117.57575757575758, 520.1342281879195)",84.67410715161259,4.922822924312992,0.04924003409947036,5.670119376720585,19.941307755554266
"(118.7878787878788, 520.1342281879195)",84.34865149254249,5.1876432864447395,0.05188887275608763,6.047984978133713,20.941193804395088
"(120.0, 520.1342281879195)",84.01387062712092,5.461377790941827,0.054626874212339284,6.444121627491223,21.96918542926243
"(0.0, 530.2013422818792)",92.99999999967689,0.0,0.0,3.971889227456797e-12,-3.971889227456797e-12
"(1.2121212121212122, 530.2013422818792)",92.99999999967689,4.3242105694869564e-148,4.3252475746958665e-150,3.971889227456797e-12,-3.971889227456797e-12
"(2.4242424242424243, 530.2013422818792)",92.99999999967689,2.098508609122391e-74,2.0990118362371364e-76,3.971889227456797e-12,-3.971889227456797e-12
"(3.6363636363636367, 530.2013422818792)",92.99999999967689,9.983064811499534e-50,9.985458752116131e-52,3.971889227456797e-12,-3.971889227456797e-12
"(4.848484848484849, 530.2013422818792)",92.99999999967689,2.472684641973084e-37,2.4732775903640016e-39,3.971889227456797e-12,-3.971889227456797e-12
"(6.0606060606060606, 530.2013422818792)",93.00000000002173,1.4382287682072298e-30,7.299193698013867e-32,3.971889227456797e-12,-3.971889227456797e-12
"(7.272727272727273, 530.2013422818792)",92.99999999967757,7.335862738272003e-25,7.33762187025053e-27,0.0,3.8904169647637034e-24
"(8.484848484848484, 530.2013422818792)",92.99999999966307,2.846110645895367e-21,2.846793139850332e-23,0.0,1.5093735439474914e-20
"(9.696969696969697, 530.2013422818792)",93.00000000002181,5.283146328584235e-19,1.4381902198840262e-20,3.971889227456797e-12,-3.971881602152947e-12
"(10.90909090909091, 530.2013422818792)",92.999999999636,1.8609289819538595e-16,1.8613752302938568e-18,7.943778454913594e-12,-7.942791551268003e-12
"(12.121212121212121, 530.2013422818792)",92.9999999998134,9.265311002466719e-15,9.26753281103625e-17,1.1915667682370391e-11,-1.1866531099009863e-11
"(13.333333333333332, 530.2013422818792)",92.99999998642339,2.2992141154652364e-13,2.2997654746378765e-15,7.943778454913594e-12,-6.724439713327069e-12
"(14.545454545454547, 530.2013422818792)",92.99999998635441,3.380393317284422e-12,3.381203944165572e-14,4.468375380888897e-12,1.3458813316364808e-11
"(15.75757575757576, 530.2013422818792)",92.9999999862016,3.3195673445652857e-11,3.320363383202825e-13,1.315688306595064e-11,1.628892291978233e-10
"(16.96969696969697, 530.2013422818792)",92.99999999808051,2.3723110472476395e-10,2.3728799240877335e-12,4.418726765545687e-11,1.2139168531695831e-9
"(18.181818181818183, 530.2013422818792)",92.99999999106842,1.3140249337727148e-9,1.3143400350842245e-11,2.4687773979411153e-10,6.721770768370569e-9
"(19.393939393939394, 530.2013422818792)",92.99999999739919,1.2932488564434674e-9,5.9161854738316e-11,1.1592951682639525e-9,3.020839962587674e-8
"(20.606060606060606, 530.2013422818792)",92.99999990992039,1.3764048572937222e-8,2.244013084529241e-10,4.63593945767223e-9,1.1434193549387812e-7
"(21.81818181818182, 530.2013422818792)",92.99999951882572,7.375979228904264e-8,7.37774797809269e-10,1.610092183426463e-8,3.750682662659518e-7
"(23.030303030303028, 530.2013422818792)",92.99999860147973,2.1494540662365687e-7,2.1499695021329626e-9,4.952238373869985e-8,1.0903943321573005e-6
"(24.242424242424242, 530.2013422818792)",92.99999632947366,5.652127132825685e-7,5.6534825045289985e-9,1.3706604947184495e-7,2.8604179629965503e-6
"(25.454545454545457, 530.2013422818792)",92.99999117989837,1.3607058050578572e-6,1.3610321003312928e-8,3.4644853435107256e-7,6.869761930492695e-6
"(26.666666666666664, 530.2013422818792)",92.99998035234067,3.034871329864423e-6,3.035599090979921e-8,8.095010619679779e-7,1.5285286064704084e-5
"(27.87878787878788, 530.2013422818792)",92.99995909069557,6.3329220834445675e-6,6.334440715364284e-8,1.765965376633393e-6,3.1819324322277904e-5
"(29.090909090909093, 530.2013422818792)",92.99991964379878,1.2465631463626246e-5,1.2468620715427233e-7,3.627211783336555e-6,6.248158261389509e-5
"(30.303030303030305, 530.2013422818792)",92.99985007868656,2.330582743541307e-5,2.331141614494286e-7,7.06395993491349e-6,0.00011653348137048825
"(31.51515151515152, 530.2013422818792)",92.99973274236783,4.16286706882462e-5,4.163865318615657e-7,1.3122152245938066e-5,0.00020764654585516052
"(32.72727272727273, 530.2013422818792)",92.99954249839806,7.138781673905006e-5,7.140493563475158e-7,2.336789024069805e-5,0.00035522203695026667
