T_mu,σ,ω₀,n_B,P,ϵ
"(62.52100840336135, 472.7930904891632)",92.9253896954333,0.02712557071298171,0.0003080833119215755,0.019210701130155914,0.12644896004138265
"(63.529411764705884, 472.7930904891632)",92.91399298620327,0.03135734075733458,0.0003561463644689183,0.022558141886176098,0.1458253984375637
"(64.53781512605042, 472.7930904891632)",92.90126697657435,0.036104153888535995,0.0004100591070249112,0.026375353041910937,0.16749775945162335
"(65.54621848739495, 472.7930904891632)",92.88710869041526,0.04141076371170003,0.00047032983631922315,0.030712239919628063,0.1916564569429997
"(66.5546218487395, 472.7930904891632)",92.8714123412483,0.04732418579477998,0.0005374925397116206,0.03562225883481011,0.2185005001303163
"(67.56302521008404, 472.7930904891632)",92.85406967907122,0.05389372029475734,0.0006121071521727494,0.041162535795195423,0.24823749639107928
"(68.57142857142857, 472.7930904891632)",92.83497036436574,0.061170972749020114,0.0006947597924258085,0.047393983470309264,0.2810836459382983
"(69.57983193277312, 472.7930904891632)",92.8140023664574,0.06920987267993485,0.0007860629742516608,0.0543814166083587,0.3172637263071875
"(70.58823529411765, 472.7930904891632)",92.79105238280776,0.0780666901747387,0.0008866557947950938,0.062193665741739665,0.35701106767955804
"(71.59663865546219, 472.7930904891632)",92.766006274396,0.0878000494834975,0.0009972040890114334,0.0709036889747422,0.40056751411740404
"(72.60504201680672, 472.7930904891632)",92.7387495130799,0.09847093987575073,0.001118400552967497,0.08058868208853998,0.448183371753752
"(73.61344537815127, 472.7930904891632)",92.70916763503064,0.11014272241995994,0.0012509648208419099,0.09133018625063409,0.5001173374884348
"(74.6218487394958, 472.7930904891632)",92.67714669479878,0.12288113300765822,0.0013956434992741663,0.10321419382635451,0.5566364094165888
"(75.63025210084034, 472.7930904891632)",92.64257371363973,0.1367542803711555,0.0015532101448480738,0.11633125155625408,0.6180157730055876
"(76.63865546218487, 472.7930904891632)",92.6053371160731,0.15183263869761196,0.0017244651802059768,0.13077656110398792,0.6845386608865476
"(77.64705882352942, 472.7930904891632)",92.5653271481818,0.16818903415113517,0.001910235740970939,0.1466500764834048,0.756496183053102
"(78.65546218487395, 472.7930904891632)",92.52243627174448,0.18589862466368162,0.0021113754462184758,0.1640565983092445,0.8341871240913248
"(79.66386554621849, 472.7930904891632)",92.47655952806909,0.20503887239876892,0.0023287640857283854,0.18310586421483746,0.9179177048968566
"(80.67226890756304, 472.7930904891632)",92.42759486641889,0.2256895083421495,0.002563307217817347,0.2039126352531079,1.0080013061319342
"(81.68067226890757, 472.7930904891632)",92.37544343242914,0.2479324885510627,0.002815935672432261,0.22659677783366963,1.1047581513542588
"(82.6890756302521, 472.7930904891632)",92.32000981252808,0.27185194169108423,0.0030876049552910315,0.2512833407517837,1.2085149482699178
"(83.69747899159664, 472.7930904891632)",92.26120223141046,0.29753410759716087,0.003379294550079047,0.27810262697752586,1.319604487027533
"(84.70588235294119, 472.7930904891632)",92.1989327007304,0.325067266712772,0.003692007117042366,0.30719025976006265,1.4383651952143832
"(85.71428571428572, 472.7930904891632)",92.13311711788624,0.35454166039678076,0.00402676758785907,0.33868724271153733,1.5651406498339455
"(86.72268907563026, 472.7930904891632)",92.0636753149819,0.386049402217653,0.004384622158148299,0.37274001347610547,1.700279047302093
"(87.73109243697479, 472.7930904891632)",91.99053105921392,0.4196843804826061,0.0047666371804282815,0.40950049077870104,1.8441326329965375
"(88.73949579831933, 472.7930904891632)",91.91361200603431,0.45554215240438717,0.00517389796209743,0.44912611443635864,1.9970570929392686
"(89.74789915966386, 472.7930904891632)",91.83284960840167,0.49371983040171674,0.0056075074740721716,0.49177987830987563,2.1594109102977876
"(90.7563025210084, 472.7930904891632)",91.7481789848207,0.5343159611861297,0.006068584977495102,0.5376303557935352,2.331554690612483
"(91.76470588235293, 472.7930904891632)",91.65953875055942,0.5774303983596262,0.0065582645767408715,0.5868517181299842,2.5138504593529363
"(92.77310924369748, 472.7930904891632)",91.56687081578966,0.6231641693778964,0.007077693708428346,0.6396237450076059,2.7066609369359385
"(93.78151260504201, 472.7930904891632)",91.47012015523359,0.6716193377977886,0.007628031576872652,0.6961318279473003,2.9103487956312457
"(94.78991596638654, 472.7930904891632)",91.36923455381722,0.7228988618023907,0.00821044754725956,0.7565669663242648,3.125275903843752
"(95.7983193277311, 472.7930904891632)",91.2641643326786,0.7771064500582335,0.008826119508519166,0.8211257562858023,3.351802563173669
"(96.80672268907563, 472.7930904891632)",91.15486205978686,0.8343464159996514,0.009476232218334477,0.8900103727329706,3.590286743966365
"(97.81512605042016, 472.7930904891632)",91.04128224946744,0.8947235316468565,0.010161975642858638,0.963428544780636,3.8410833248821006
"(98.8235294117647, 472.7930904891632)",90.92338105409553,0.9583428821180118,0.010884543304305164,1.0415935250053705,4.104543342400196
"(99.83193277310924, 472.7930904891632)",90.80111595183719,1.0253097219420717,0.011645130649001996,1.1247240528719222,4.3810132558198065
"(100.84033613445378, 472.7930904891632)",90.67444543332589,1.0957293342992767,0.012444933448681271,1.2130443129138158,4.6708342332201624
"(101.84873949579831, 472.7930904891632)",90.54332868976088,1.1697068942880215,0.013285146247532926,1.3067838881733753,4.974341463798226
"(102.85714285714285, 472.7930904891632)",90.40772530514246,1.247347337247873,0.014166960866632475,1.4061777094350243,5.2918635015391775
"(103.8655462184874, 472.7930904891632)",90.26759495444527,1.3287552331335608,0.01509156497713791,1.5114660009988183,5.6237216448602325
"(104.87394957983193, 472.7930904891632)",90.12289710945286,1.4140346678673623,0.016060140752725625,1.62289422353911,5.970229356632995
"(105.88235294117646, 472.7930904891632)",89.97359075398563,1.5032891324855238,0.017073863610553255,1.7407130148272039,6.3316917281967315
"(106.89075630252101, 472.7930904891632)",89.81963410974316,1.5966214208217178,0.018133901049177975,1.8651781290613705,6.708404990604162
"(107.89915966386555, 472.7930904891632)",89.66098437413115,1.6941335363329024,0.019241411590323724,1.9965503754369864,7.100656075726171
"(108.90756302521008, 472.7930904891632)",89.49759747117055,1.795926608564073,0.020397543830100527,2.1350955568350862,7.508722228986306
"(109.91596638655462, 472.7930904891632)",89.3294278168865,1.9021008195681108,0.02160343560332367,2.2810844092840696,7.932870674794948
"(110.92436974789916, 472.7930904891632)",89.15642810045235,2.0127553404573155,0.02286021326287413,2.4347925430395776,8.373358334756041
"(111.9327731092437, 472.7930904891632)",88.97854908263731,2.1279882780584085,0.02416899107382709,2.596500385924377,8.830431597875332
"(112.94117647058823, 472.7930904891632)",88.79573941331331,2.2478966314428406,0.025530870719738398,2.7664931296484014,9.304326140816004
"(113.94957983193277, 472.7930904891632)",88.60794547002952,2.3725762578802674,0.02694694091595387,2.9450606799286483,9.795266794954063
"(114.95798319327731, 472.7930904891632)",88.41511122026411,2.5021218474837137,0.028418277121638254,3.1324976107186187,10.303467455998211
"(115.96638655462185, 472.7930904891632)",88.21717811011276,2.636626905570413,0.029945941339435588,3.329103123525371,10.82913102995357
"(116.97478991596638, 472.7930904891632)",88.01408498305342,2.776183741412818,0.03153098198770652,3.535181011920072,11.372449408205831
"(117.98319327731092, 472.7930904891632)",87.80576803262682,2.920883461765809,0.03317443382701256,3.7510396319522608,11.933603462349245
"(118.99159663865547, 472.7930904891632)",87.59216079424587,3.0708159670946324,0.034877317917274143,3.9769918785565803,12.512763047524526
"(120.0, 472.7930904891632)",87.37319418121818,3.2260699481354065,0.03664064157870631,4.2133551682856085,13.110087001216678
"(0.0, 477.46719767745515)",92.99999999999402,0.0,0.0,7.943778454913594e-12,-7.943778454913594e-12
"(1.0084033613445378, 477.46719767745515)",93.00000000000774,1.440464241469746e-200,1.6360319158508535e-202,7.943778454913594e-12,-7.943778454913594e-12
"(2.0168067226890756, 477.46719767745515)",93.00000000000774,9.914830371945878e-101,1.1260938287549128e-102,7.943778454913594e-12,-7.943778454913594e-12
"(3.0252100840336134, 477.46719767745515)",93.00000000000774,2.4533721009445985e-67,2.7864593531801497e-69,7.943778454913594e-12,-7.943778454913594e-12
"(4.033613445378151, 477.46719767745515)",93.00000000000774,1.3876392861379455e-50,1.5760350687160514e-52,7.943778454913594e-12,-7.943778454913594e-12
"(5.04201680672269, 477.46719767745515)",93.00000000000774,1.6867558864227881e-40,1.9157618668782812e-42,7.943778454913594e-12,-7.943778454913594e-12
"(6.050420168067227, 477.46719767745515)",93.00000000000774,9.38397840646419e-34,1.0658014082190842e-35,7.943778454913594e-12,-7.943778454913594e-12
"(7.0588235294117645, 477.46719767745515)",93.00000000000774,6.401973022599216e-29,7.271150430361637e-31,7.943778454913594e-12,-7.943778454913594e-12
"(8.067226890756302, 477.46719767745515)",93.00000000000774,2.77746068800229e-25,3.1545485127147046e-27,7.943778454913594e-12,-7.943778454912088e-12
"(9.07563025210084, 477.46719767745515)",93.00000000000774,1.9140306639281247e-22,2.1738930852438336e-24,7.943778454913594e-12,-7.943778453875631e-12
"(10.08403361344538, 477.46719767745515)",93.00000000000774,3.6309080377709826e-20,4.1238659469893107e-22,7.943778454913594e-12,-7.943778258012523e-12
"(11.092436974789916, 477.46719767745515)",92.99999999999402,0.0,3.05678971535844e-20,7.943778454913594e-12,-7.943763859745401e-12
"(12.100840336134453, 477.46719767745515)",92.99999999999402,0.0,1.1185401129416422e-18,7.943778454913594e-12,-7.943244388700378e-12
"(13.109243697478991, 477.46719767745515)",92.99999999999402,0.0,2.375906339957691e-17,7.943778454913594e-12,-7.932434281492756e-12
"(14.117647058823529, 477.46719767745515)",92.99999999999402,0.0,3.289390398717714e-16,7.943778454913594e-12,-7.786720853339307e-12
"(15.126050420168067, 477.46719767745515)",92.99999999999402,0.0,3.2318315946237544e-15,7.943778454913594e-12,-6.4006848800631294e-12
"(16.134453781512605, 477.46719767745515)",92.99999999999402,0.0,2.4019465556631905e-14,8.316143069987669e-12,3.152363839047522e-12
"(17.142857142857142, 477.46719767745515)",92.99999999999402,0.0,1.4180470149498494e-13,1.0426209222074092e-11,5.7280884218224406e-11
"(18.15126050420168, 477.46719767745515)",92.99999999985863,4.7015122402282803e-11,6.908148790017995e-13,1.6508164601617313e-11,3.1333327978926217e-10
"(19.159663865546218, 477.46719767745515)",92.9999999992614,2.519719094740755e-10,2.8618140869133947e-12,5.486171995424701e-11,1.3115606323981567e-9
"(20.16806722689076, 477.46719767745515)",92.99999999731206,9.092927308545297e-10,1.0327447816412994e-11,2.2019160904713617e-10,4.710825959015729e-9
"(21.176470588235297, 477.46719767745515)",92.99999999138656,2.9147845475343036e-9,3.310516436488963e-11,7.089822271010383e-10,1.5097647830854364e-8
"(22.18487394957983, 477.46719767745515)",92.99999997511522,8.43345219979842e-9,9.57843767471152e-11,2.1289326259168433e-9,4.360496532080985e-8
"(23.19327731092437, 477.46719767745515)",92.99999993425756,2.231741367155578e-8,2.5347384540617827e-10,5.882864432016948e-9,1.1514258221859948e-7
"(24.201680672268907, 477.46719767745515)",92.99999983935943,5.461515100167936e-8,6.203009248996763e-10,1.501634783209221e-8,2.811569964964898e-7
"(25.210084033613445, 477.46719767745515)",92.99999963362013,1.2475046384607097e-7,1.4168747442079212e-9,3.5723544076361506e-8,6.407876695005557e-7
"(26.218487394957982, 477.46719767745515)",92.99999921393267,2.6806722166934663e-7,3.044619349891409e-9,7.983720765957206e-8,1.3738686613276343e-6
"(27.22689075630252, 477.46719767745515)",92.9999984027904,5.455418105280779e-7,6.196084482710318e-9,1.6870810500237954e-7,2.7897189895300803e-6
"(28.235294117647058, 477.46719767745515)",92.99999690866072,1.0575291148346908e-6,1.201106791813548e-8,3.3914398181870276e-7,5.39574695816703e-6
"(29.243697478991596, 477.46719767745515)",92.99999427245803,1.962418517314254e-6,2.2288504178876205e-8,6.518022891748784e-7,9.990227341535392e-6
"(30.252100840336134, 477.46719767745515)",92.9999897977709,3.5010285054951276e-6,3.9763530453209273e-8,1.2029343152060205e-6,1.778284714004996e-5
"(31.260504201680675, 477.46719767745515)",92.99998246291614,6.02746331230787e-6,6.845794617181156e-8,2.14002611252913e-6,3.05463976048798e-5
"(32.26890756302521, 477.46719767745515)",92.99997081350644,1.0046999620463617e-5,1.1411051773616288e-7,3.682218104882989e-6,5.0801811024126245e-5
"(33.27731092436975, 477.46719767745515)",92.99995283426917,1.6261377066105138e-5,1.8469137316747136e-7,6.146021332174407e-6,8.203805104929927e-5
"(34.285714285714285, 477.46719767745515)",92.99992580061281,2.562164698462824e-5,2.910022407800348e-7,9.977174484513189e-6,0.00012896684993859007
"(35.294117647058826, 477.46719767745515)",92.9998861096539,3.938850428185562e-5,4.4736167873451055e-7,1.578911822782159e-5,0.00019781140886582715
"(36.30252100840336, 477.46719767745515)",92.99982909231852,5.9199801564195756e-5,6.72371878327659e-7,2.4408524721805578e-5,0.0002966269918204286
"(37.3109243697479, 477.46719767745515)",92.99974880791099,8.714473505919856e-5,9.897612432807537e-7,3.69283140249983e-5,0.0004356502131740171
"(38.319327731092436, 477.46719767745515)",92.99963782374958,0.0001258440082735028,1.4292948622029104e-6,5.476838217098177e-5,0.0006276730303398263
"(39.32773109243698, 477.46719767745515)",92.99948698224836,0.00017853512890046505,2.0277432828234234e-6,7.974406151996204e-5,0.0008884368413390213
"(40.33613445378152, 477.46719767745515)",92.99928515857243,0.00024916188152173454,2.8298987135095683e-6,0.00011414236291019184,0.0012370414455402572
"(41.34453781512605, 477.46719767745515)",92.99901901222036,0.00034246694489702974,3.889626939979776e-6,0.00016080576663311292,0.0016963635084097659
"(42.352941176470594, 477.46719767745515)",92.99867273577829,0.0004640865876537811,5.270942847824918e-6,0.00022322336401012165,0.0022934789466588666
"(43.36134453781513, 477.46719767745515)",92.99822780422406,0.000620646377710734,7.049097458651825e-6,0.00030562883334947955,0.003060083976388278
"(44.36974789915966, 477.46719767745515)",92.9976627284328,0.0008198568751223923,9.311664777932119e-6,0.00041310494705445083,0.004032909540176661
"(45.3781512605042, 477.46719767745515)",92.99695281565991,0.0010706083408304455,1.2159617465893811e-5,0.0005516938937013904,0.005254124582568766
"(46.38655462184874, 477.46719767745515)",92.996069940822,0.0013830635796934598,1.570838131808016e-5,0.0007285130389995209,0.006771723768993101
"(47.39495798319327, 477.46719767745515)",92.99498233070602,0.001768748140257327,2.0088859724704996e-5,0.0009518751530160253,0.008639896404274363
"(48.403361344537814, 477.46719767745515)",92.99365436459283,0.002240637210148461,2.5448420599935425e-5,0.0012314129054443563,0.010919373163724034
"(49.41176470588235, 477.46719767745515)",92.99204639331147,0.0028132386703637,3.195183968523966e-5,0.0015782065314331225,0.01367774882371756
"(50.42016806722689, 477.46719767745515)",92.99011457930405,0.0035026718987818915,3.978219557367624e-5,0.002004914338184623,0.01698977909983503
"(51.42857142857142, 477.46719767745515)",92.98781075966242,0.004326742039127296,4.914171323262325e-5,0.0025259053404860063,0.020937650765763732
"(52.436974789915965, 477.46719767745515)",92.98508233448936,0.005305009572317976,6.0252554171448055e-5,0.0031573933207833275,0.025611224872367035
"(53.445378151260506, 477.46719767745515)",92.98187218134937,0.006458855140125479,7.335755268880809e-5,0.00391757195310131,0.031108253157700154
"(54.45378151260504, 477.46719767745515)",92.97811859894581,0.007811539672016102,8.872089877208503e-5,0.004826750430772428,0.037534568481360185
"(55.46218487394958, 477.46719767745515)",92.97375528016728,0.009388259955348017,0.00010662876924616228,0.005907489048116903,0.04500425059564421
"(56.470588235294116, 477.46719767745515)",92.96871131632888,0.011216199859121588,0.00012738990955568906,0.007184734555600893,0.053639768572338424
"(57.47899159663866, 477.46719767745515)",92.9629112339586,0.013324577502597598,0.00015133616949087263,0.008685954788263069,0.06357210196578428
"(58.48739495798319, 477.46719767745515)",92.95627506498423,0.015744688631985228,0.00017882299584555966,0.010441272344859672,0.07494084236180691
"(59.49579831932773, 477.46719767745515)",92.9487184510839,0.018509946603182538,0.00021022988652812552,0.012483597151405177,0.0878942776372283
"(60.50420168067227, 477.46719767745515)",92.94015278300937,0.021655919265969197,0.0002459608094797794,0.014848757654411184,0.10258946078637753
"(61.5126050420168, 477.46719767745515)",92.93048537537696,0.025220363095728664,0.0002864445903318133,0.01757563056686816,0.11919226526872939
"(62.52100840336135, 477.46719767745515)",92.91961967659985,0.029243254871693904,0.00033213527219637254,0.02070626904570331,0.13787742861973748
"(63.529411764705884, 477.46719767745515)",92.90745551437588,0.03376682115633016,0.0003835124504837415,0.024286029293019016,0.15882858571386682
"(64.53781512605042, 477.46719767745515)",92.89388937554695,0.03883556577481584,0.0004410815850052288,0.028363695445074694,0.1822382928945021
"(65.54621848739495, 477.46719767745515)",92.87881471950087,0.04449629541998242,0.0005053742907856407,0.03299160287052696,0.20830804352912427
"(66.5546218487395, 477.46719767745515)",92.86212232323479,0.050798143427759124,0.0005769486080969844,0.038225759708005805,0.23724827540396967
"(67.56302521008404, 477.46719767745515)",92.84370065611607,0.057792591704916144,0.0006563892515065416,0.04412596674257224,0.26927836975985847
"(68.57142857142857, 477.46719767745515)",92.82343628134304,0.0655334904995823,0.0007443078344239179,0.0507559354800553,0.30462664043170806
"(69.57983193277312, 477.46719767745515)",92.80121428044362,0.0740770761867399,0.0008413430711028515,0.05818340455493326,0.3435303138898892
"(70.58823529411765, 477.46719767745515)",92.77691869703244,0.08348198615444609,0.0009481609457139991,0.06648025419161678,0.386235495505652
"(71.59663865546219, 477.46719767745515)",92.75043299464684,0.09380927101919555,0.0010654548510830486,0.07572261884908928,0.4329971231493842
"(72.60504201680672, 477.46719767745515)",92.72164052346052,0.1051224028678771,0.0011939456823000568,0.0859909975433573,0.48407890156354794
"(73.61344537815127, 477.46719767745515)",92.69042499018674,0.11748727980648073,0.0013343818883823403,0.09737036213443194,0.5397532187430348
"(74.6218487394958, 477.46719767745515)",92.65667092458371,0.1309722255731528,0.0014875394678794875,0.10995026307949302,0.6003010380835387
"(75.63025210084034, 477.46719767745515)",92.62026413622527,0.14564798378451999,0.0016542219035251423,0.12382493245351776,0.6660117641592974
"(76.63865546218487, 477.46719767745515)",92.58109215519536,0.16158770608780101,0.0018352600276725203,0.13909338394891524,0.7371830784733318
"(77.64705882352942, 477.46719767745515)",92.53904464965913,0.17886693354670993,0.0020315118108816034,0.15585950948962174,0.8141207419006696
"(78.65546218487395, 477.46719767745515)",92.49401381477463,0.1975635706027472,0.0022438620661801084,0.17423217221762008,0.8971383604961407
"(79.66386554621849, 477.46719767745515)",92.44589472644532,0.21775785102484288,0.0024732220623307037,0.19432529532027032,0.9865571120148271
"(80.67226890756304, 477.46719767745515)",92.39458565559539,0.23953229531088638,0.002720529040011568,0.21625794634011292,1.0827054305943475
"(81.68067226890757, 477.46719767745515)",92.33998833784801,0.262971659123196,0.002986745626163426,0.2401544165972622,1.1859186477023849
"(82.6890756302521, 477.46719767745515)",92.28200819565986,0.28816287243038224,0.003272859142782883,0.2661442951782554,1.2965385881193259
"(83.69747899159664, 477.46719767745515)",92.22055451048163,0.3151949691586643,0.003579880807925137,0.2943625373110086,1.4149131200683107
"(84.70588235294119, 477.46719767745515)",92.15554054326168,0.34415900729831184,0.003908844828299282,0.3249495263787921,1.5413956599452796
"(85.71428571428572, 477.46719767745515)",92.08688360327129,0.3751479795387917,0.004260807384291648,0.3580511295927122,1.6763446320284288
"(86.72268907563026, 477.46719767745515)",92.01450506590297,0.4082567146562897,0.004636845509957731,0.3938187466539328,1.8201228850488758
"(87.73109243697479, 477.46719767745515)",91.93833034107395,0.443581770019344,0.005038055872136569,0.4324093513655451,1.97309706764595
"(88.73949579831933, 477.46719767745515)",91.85828879468376,0.4812213157176928,0.005465553454424148,0.4739855257823749,2.1356369658578576
"(89.74789915966386, 477.46719767745515)",91.77431362675348,0.5212750109331244,0.005920470153034373,0.5187154868473404,2.308114806054996
"(90.7563025210084, 477.46719767745515)",91.68634170954121,0.5638438733207203,0.00640395329327399,0.5667731052116286,2.4909045277852133
"(91.76470588235293, 477.46719767745515)",91.59431339043938,0.609030142239349,0.006917164076159663,0.6183379165314937,2.6843810307876237
"(92.77310924369748, 477.46719767745515)",91.49817226385319,0.6569371367934579,0.007461275966103229,0.6735951247643035,2.888919401869152
"(93.78151260504201, 477.46719767745515)",91.3978649167483,0.707669109715961,0.008037473031361675,0.7327355980485739,3.1048941266438055
"(94.78991596638654, 477.46719767745515)",91.29334065285214,0.7613310981696274,0.008646948249488268,0.7959558569558652,3.3326782921892746
"(95.7983193277311, 477.46719767745515)",91.18455119948801,0.8180287726322089,0.009290901791024125,0.8634580556055658,3.5726427864511727
"(96.80672268907563, 477.46719767745515)",91.07145040192256,0.8778682850139754,0.00997053929444729,0.9354499557664363,3.8251555004862623
"(97.81512605042016, 477.46719767745515)",90.9539939086482,0.9409561172216663,0.010687070146245023,1.0121448943609712,4.0905805397490305
"(98.8235294117647, 477.46719767745515)",90.83213885193226,1.0073989313346312,0.011441705779237097,1.0937617449017052,4.369277450160575
"(99.83193277310924, 477.46719767745515)",90.70584352618438,1.0773034226063374,0.012235658003028414,1.1805248732068818,4.661600465238822
"(100.84033613445378, 477.46719767745515)",90.5750670677569,1.1507761764067461,0.013070137379198883,1.2726640880234172,4.967897779682032
"(101.84873949579831, 477.46719767745515)",90.4397691382212,1.2279235302413885,0.01394635165416626,1.3704145871828521,5.288510854956253
"(102.85714285714285, 477.46719767745515)",90.2999096135062,1.3088514418897794,0.014865504261547315,1.4740168998459862,5.623773761977278
"(103.8655462184874, 477.46719767745515)",90.15544828095963,1.3936653646292658,0.015828792904987152,1.583716825575339,5.974012565385661
"(104.87394957983193, 477.46719767745515)",90.00634454567513,1.482470130456719,0.016837408231833086,1.6997653710159126,6.339544753588746
"(105.88235294117646, 477.46719767745515)",89.8525571479908,1.5753698420608309,0.017892532606187367,1.8224186847657649,6.72067871806301
"(106.89075630252101, 477.46719767745515)",89.69404389296916,1.6724677742524168,0.018995338989393325,1.9519379913432273,7.117713284855707
"(107.89915966386555, 477.46719767745515)",89.53076139382135,1.773866285325961,0.020146989933291934,2.088589524962604,7.530937300122194
"(108.90756302521008, 477.46719767745515)",89.36266482990872,1.87966673877774,0.021348636691147223,2.232644463929606,7.960629271226556
"(109.91596638655462, 477.46719767745515)",89.1897077212824,1.98996943553441,0.022601418447897925,2.3843788663127605,8.4070570635406
"(110.92436974789916, 477.46719767745515)",89.01184172089249,2.104873556729058,0.023906461670238095,2.5440736078650144,8.870477652207063
"(111.9327731092437, 477.46719767745515)",88.82901642647292,2.224477116797542,0.025264879573898096,2.712014322638281,9.35113692716922
"(112.94117647058823, 477.46719767745515)",88.64117921433292,2.348876926427555,0.026677771702832503,2.888491347239464,9.849269547990883
"(113.94957983193277, 477.46719767745515)",88.44827509700326,2.4781685647099994,0.028146223612924907,3.073799669201857,10.365098844464416
"(114.95798319327731, 477.46719767745515)",88.25024660835341,2.612446359417394,0.029671306647995544,3.2682388801686075,10.89883675647827
"(115.96638655462185, 477.46719767745515)",88.0470337191843,2.7518033741452217,0.03125407779375823,3.4721131342664493,11.450683805912474
"(116.97478991596638, 477.46719767745515)",87.83857378753555,2.8963314006369605,0.0328955795906496,3.685731112179344,12.020829090943808
"(117.98319327731092, 477.46719767745515)",87.62480154879435,3.0461209542044285,0.03459684008181532,3.9094059912688284,12.609450291090592
"(118.99159663865547, 477.46719767745515)",87.40564915072392,3.2012612698372234,0.03635887276892251,4.143455421793318,13.216713669895247
"(120.0, 477.46719767745515)",87.18104624045847,3.3618402959926494,0.03818267654162718,4.388201509380783,13.842774058774651
"(0.0, 482.64465043529765)",92.99999999999402,0.0,0.0,7.943778454913594e-12,-7.943778454913594e-12
"(1.0084033613445378, 482.64465043529765)",93.00000000000774,2.4450892349958156e-198,2.777051946443815e-200,7.943778454913594e-12,-7.943778454913594e-12
"(2.0168067226890756, 482.64465043529765)",93.00000000000774,1.2917718537875883e-99,1.467151991652265e-101,7.943778454913594e-12,-7.943778454913594e-12
"(3.0252100840336134, 482.64465043529765)",93.00000000000774,1.3584089623856766e-66,1.542836228237004e-68,7.943778454913594e-12,-7.943778454913594e-12
"(4.033613445378151, 482.64465043529765)",93.00000000000774,5.008721878236988e-50,5.688741597621651e-52,7.943778454913594e-12,-7.943778454913594e-12
"(5.04201680672269, 482.64465043529765)",93.00000000000774,4.70990881167591e-40,5.349359543080369e-42,7.943778454913594e-12,-7.943778454913594e-12
"(6.050420168067227, 482.64465043529765)",93.00000000000774,2.2081092408663075e-33,2.5078978621644356e-35,7.943778454913594e-12,-7.943778454913594e-12
"(7.0588235294117645, 482.64465043529765)",93.00000000000774,1.3330820725508087e-28,1.5140707796359607e-30,7.943778454913594e-12,-7.943778454913592e-12
"(8.067226890756302, 482.64465043529765)",93.00000000000774,5.276829821521208e-25,5.99324978288033e-27,7.943778454913594e-12,-7.9437784549107e-12
"(9.07563025210084, 482.64465043529765)",93.00000000000774,3.386137557281677e-22,3.845863684520112e-24,7.943778454913594e-12,-7.943778453057409e-12
"(10.08403361344538, 482.64465043529765)",93.00000000000774,6.067298851677857e-20,6.891038512779847e-22,7.943778454913594e-12,-7.943778122321306e-12
"(11.092436974789916, 482.64465043529765)",92.99999999999402,4.292254803958462e-18,4.875001855706216e-20,7.943778454913594e-12,-7.943754925977929e-12
"(12.100840336134453, 482.64465043529765)",92.99999999999673,1.5107029262465408e-16,1.715806704206683e-18,7.943778454913594e-12,-7.942950329986628e-12
"(13.109243697478991, 482.64465043529765)",92.99999999999402,0.0,3.526570175321905e-17,7.943778454913594e-12,-7.926757652618556e-12
"(14.117647058823529, 482.64465043529765)",92.99999999999402,0.0,4.746647710192544e-16,7.943778454913594e-12,-7.714684042431055e-12
"(15.126050420168067, 482.64465043529765)",92.9999999999963,4.0069409191756934e-13,4.550951727883145e-15,8.067899993271618e-12,-5.871407487419545e-12
"(16.134453781512605, 482.64465043529765)",92.99999999999402,0.0,3.310747373628453e-14,8.440264608345693e-12,7.538880479899151e-12
"(17.142857142857142, 482.64465043529765)",93.0,0.0,1.9180307982802476e-13,3.2271599973086477e-12,8.934557041870185e-11
"(18.15126050420168, 482.64465043529765)",92.99999999975802,8.090036019514451e-11,9.18839687035235e-13,2.4576064594888932e-11,4.188969949603103e-10
"(19.159663865546218, 482.64465043529765)",92.9999999990307,3.301492809686673e-10,3.7497269637418375e-12,7.186637070929642e-11,1.737919288933693e-9
"(20.16806722689076, 482.64465043529765)",92.99999999651897,1.1754227903610857e-9,1.3350065515500762e-11,2.69219616698556e-10,6.174118087318631e-9
"(21.176470588235297, 482.64465043529765)",92.99999998899487,3.722098448703342e-9,4.227437016943873e-11,8.991364238655324e-10,1.9504362188935596e-8
"(22.18487394957983, 482.64465043529765)",92.99999996856306,1.0650265585240573e-8,1.2096221418055682e-10,2.691451437755412e-9,5.5690314141299044e-8
"(23.19327731092437, 482.64465043529765)",92.99999991779785,2.7899232461193116e-8,3.1687030763930506e-10,7.357180064633568e-9,1.4557857879926404e-7
"(24.201680672268907, 482.64465043529765)",92.99999980103377,6.764288159080786e-8,7.682656047653685e-10,1.8593282324493773e-8,3.5220600192895003e-7
"(25.210084033613445, 482.64465043529765)",92.9999995500868,1.5319156773632577e-7,1.7398994493462428e-9,4.387100597572062e-8,7.958821555465636e-7
"(26.218487394957982, 482.64465043529765)",92.99999904232156,3.265923504906613e-7,3.7093285170682255e-9,9.726089272811817e-8,1.6930266727419565e-6
"(27.22689075630252, 482.64465043529765)",92.99999806825949,6.598026431831687e-7,7.493821445356618e-9,2.0403743907291595e-7,3.4128153928457655e-6
"(28.235294117647058, 482.64465043529765)",92.99999628650123,1.2703662478997527e-6,1.4428402084056957e-8,4.073941956294765e-7,6.556396884570114e-6
"(29.243697478991596, 482.64465043529765)",92.99999316309466,2.3425144165242154e-6,2.6605508407697374e-8,7.780434510434433e-7,1.2062962854043028e-5
"(30.252100840336134, 482.64465043529765)",92.99998789338743,4.15454433569751e-6,4.7185948344185234e-8,1.4274781218741425e-6,2.1346567422163152e-5
